Package |	License	|Source of License Information|	Comments|	License/Copyright Links/References
policykit-1 |	Apache-2.0, LGPL-2.0	|ubuntu.com|	Different files are licensed differently. For example Files: test/* are LGPL-2.0 while Files: test/mocklibc/src/ are Apache-2.0|	http://changelogs.ubuntu.com/changelogs/pool/main/p/policykit-1/policykit-1_0.105-14.1/copyright
poppler-data |	GPL-2.0+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/poppler-data/poppler-data_0.4.7-7/copyright
portpicker |	Apache 2.0	|PYPI registry|	NA|	https://pypi.python.org/pypi/portpicker/1.1.1
postgresql-client |	GPL-2.0	|WICC4D|	NA|	NA
postgresql-client-9.4 |	BSD-Equivalent	|WICC4D|	part of PostgreSQL|	NA
postgresql-client-common |	BSD-Equivalent	|WICC4D|	part of PostgreSQL|	NA
protobuf |	BSD-Equivalent	|WICC4D|	NA|	NA
protobuf-compiler |	BSD-Equivalent	|WICC4D UI|	Source Package Protobuf|	NA
psmisc |	GPL-2.0+	|WICC4D|	NA|	NA
psutils |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/psutils/psutils_1.17.dfsg-2/copyright
pyparsing-2.2.0 |	MIT , GPL	|WICC4D|	part of pyparsing|	NA
pypy |	MIT	|Source code|	NA|	https://bitbucket.org/pypy/pypy/src/default/LICENSE?fileviewer=file-view-default
pypy-lib |	MIT	|Source code|	standard library for pypy|	https://bitbucket.org/pypy/pypy/src/default/LICENSE?fileviewer=file-view-default
python |	Apache-2.0	|WICC4D|	NA|	NA
python2.7 |	Apache-2.0	|WICC4D|	NA|	NA
python2.7-dev |	Python-2	|WICC4D|	part of python |	NA
python2.7-dev  |	GPL,LGPL-2.1+,  PSF-2, Expat, Apache 2.0, ISC, python 2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python2.7/python2.7_2.7.12-1ubuntu0~16.04.1/copyright
python2.7-minimal |	Apache-2.0	|WICC4D|	NA|	NA
python3 |	Apache-2.0	|WICC4D|	part of python |	NA
python3.5 |	Apache-2.0	|WICC4D|	part of python |	NA
python3.5-minimal |	Apache-2.0	|WICC4D|	part of python |	NA
python3-apparmor |	GPL-2	|WICC4D|	part of apparmor|	NA
python3-apt |	GPL-2	|source code|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python-apt/python-apt_1.1.0~beta1build1/copyright
python3-dbus |	MIT	|WICC4D|	NA|	NA
python3-gi |	LGPL-2.1	|WICC4D|	NA|	NA
python3-libapparmor |	GPL-2	|WICC4D|	part of apparmor|	NA
python3-minimal |	Apache-2.0	|WICC4D|	part of python |	NA
python3-pkg-resources |	BSD-4-Clause	|WICC4D|	part of python|	NA
python3-pycurl |	MIT	|WICC4D|	part of python |	NA
python3-software-properties |	GPL-2	|WICC4D|	part of software-properties|	NA
python3-virtualenv |	MIT-Equivalent	|WICC4D |	Source package : python-virtualenv|	NA
python-all |	GPL,Python 2.0	|ubuntu.com|	Source PackageÂ python-defaults:|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python-defaults/python-defaults_2.7.11-1/copyright
python-all-dev |	GPL,Python 2.0	|ubuntu.com|	Source PackageÂ python-defaults:|	NA
python-apt-common |	GPL-2	|WICC4D|	part of python-apt|	NA
python-argh |	LGPL-3.0+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/python-argh/python-argh_0.26.1-1/copyright
python-babel-localedata |	MIT	|WICC4D|	upstream name - Babel|	NA
python-chardet |	LGPL-2.0	|WICC4D|	NA|	NA
python-crypto |	Public Domain	|WICC4D|	NA|	NA
python-dateutil |	BSD-4-Clause	|WICC4D|	NA|	NA
python-decorator |	BSD-4-Clause	|WICC4D|	NA|	NA
python-dev |	Python-2	|WICC4D|	part of python|	NA
python-docutils |	GPL-3.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python-docutils/python-docutils_0.12+dfsg-1/copyright
python-ecdsa |	Expat	|source code|	NA|	https://github.com/warner/python-ecdsa/blob/master/LICENSE
python-feedparser |	Creative Commons	|WICC4D|	part of feedparser|	NA
python-funcsigs |	Apache-2.0	|WICC4D|	part of funcsigs|	NA
python-gevent |	MIT	|WICC4D|	NA|	NA
python-greenlet |	Python-2.0, MIT	|WICC4D|	0.4.10 version is covered under Python 2.0 and rest versions are covered under MIT|	NA
python-httplib2 |	MIT	|WICC4D|	NA|	NA
python-imaging |	python-2.0	|WICC4D|	pillow on WICC4D|	NA
python-jinja2 |	BSD-3-clause	|WICC4D|	NA|	NA
python-ldap |	python-2.0,unique	|WICC4D|	NA|	NA
python-libxml2 |	MIT	|WICC4D|	part of libxml2|	NA
python-libxslt1 |	MIT	|WICC4D|	part of libxslt|	NA
python-lxml |	BSD-4-Clause and GPL	|WICC4D|	NA|	NA
python-mako |	MIT	|WICC4D|	NA|	NA
python-markupsafe |	BSD-3-clause	|WICC4D|	NA|	NA
python-meld3 |	PYTHON SOFTWARE FOUNDATION LICENSE VERSION 2	|WICC4D|	NA|	NA
python-minimal |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python-defaults/python-defaults_2.7.11-1/copyright
python-mock |	BSD-Equivalent	|WICC4D|	NA|	NA
python-nose |	LGPL-2.1	|WICC4D|	NA|	NA
python-numpy |	BSD-Equivalent, Numerical recipes	|WICC4D UI|	NA|	NA
python-openid |	Apache-2.0	|WICC4D|	NA|	NA
python-paramiko |	LGPL-2	|WICC4D|	NA|	NA
python-passlib |	BSD-4-Clause	|WICC4D|	NA|	NA
python-pathtools |	MIT	|WICC4D|	pathtools on WICC4D|	NA
python-pbr |	Apache-2.0	|WICC4D|	NA|	NA
python-pil |	python-2.0	|WICC4D|	pillow on WICC4D|	NA
python-pip |	MIT	|WICC4D|	NA|	NA
python-pip-whl |	MIT	|WICC4D|	part of python-pip|	NA
python-pkg-resources |	PYTHON SOFTWARE FOUNDATION LICENSE VERSION 8	|WICC4D|	NA|	NA
python-psutil |	BSD-4-Clause	|WICC4D|	NA|	NA
python-psycopg2 |	Zope v2	|WICC4D|	NA|	NA
python-py |	MIT-Equivalent	|WICC4D UI|	NA|	NA
python-pychart |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/python-pychart/python-pychart_1.39-7.1/copyright
python-pydot |	MIT	|openhub.net|	Upstream-Name: pydot|	https://www.openhub.net/p/pydot
python-pyparsing |	MIT and GPL	|WICC4D|	part of pyparsing |	NA
python-pypdf |	GPL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/python-pypdf/python-pypdf_1.13-3/copyright
python-pytest |	MIT-Equivalent	|WICC4D UI|	NA|	NA
python-renderpm |	LPGL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python-reportlab/python-reportlab_3.3.0-1/copyright
python-reportlab |	LGPL, MPL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python-reportlab/python-reportlab_3.3.0-1/copyright
python-reportlab-accel |	LGPL, MPL	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python-reportlab/python-reportlab_3.3.0-1/copyright
python-requests |	Apache-2.0	|WICC4D|	NA|	NA
python-roman |	Python-2.1.1, ZPL-2.1    	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python-roman/python-roman_2.0.0-2/copyright
python-scour |	Apache-2.0	|source code|	NA|	https://github.com/scour-project/scour/blob/master/LICENSE
python-setuptools |	Python-2	|WICC4D|	NA|	NA
python-six |	MIT	|WICC4D|	part of six|	NA
python-stdnum |	LGPL-2.1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/python-stdnum/python-stdnum_1.2-1/copyright
python-suds |	LGPL-3.0	|WICC4D|	part of suds|	NA
python-tz |	MIT	|WICC4D|	part of pytz|	NA
python-urllib3 |	MIT	|WICC4D|	NA|	NA
python-vatnumber |	GPL-3+	|openhub.net|	part of vatnumber|	https://www.openhub.net/p/vatnumber
python-virtualenv |	MIT-Equivalent	|WICC4D |	NA|	NA
python-vobject |	Apache-2.0	|openhub.net|	NA|	https://www.openhub.net/p/python-vobject
python-watchdog |	Apache-2.0	|WICC4D|	watchdog on WICC4D|	NA
python-werkzeug |	Ubuntu Font License v1.0,  BSD-4-Clause	|WICC4D|	part of Werkzeug|	NA
python-wheel |	MIT-Equivalent	|WICC4D|	Source PackageÂ wheel|	NA
python-xlsxwriter |	BSD-4-Clause	|WICC4D|	part of XlsxWriter|	NA
python-xlwt |	LGPL-2.1	|WICC4D|	part of xlwt|	NA
python-yaml |	MIT	|WICC4D|	NA|	NA
pytz |	MIT	|WICC4D|	pytz (python) on WICC4D|	NA
qtconsole |	BSD-Equivalent	|WICC4D |	NA|	NA
rabbitmq-server |	MPL-1.1 , Apache-2.0	|WICC4D|	NA|	NA
rake |	Expat	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/rake/filelist
r-base |	GPL-2, GPL-3	|WICC4D|	part of R|	NA
r-base-core |	GPL-2, GPL-3	|WICC4D|	part of R|	NA
r-base-dev |	GPL-2, GPL-3	|WICC4D|	part of R|	NA
r-base-html |	GPL-2, GPL-3	|WICC4D|	part of R|	NA
r-cran-boot |	GPL-2, GPL-3	|WICC4D|	part of boot|	NA
r-cran-class |	GPL-2, GPL-3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/r/r-cran-class/r-cran-class_7.3-14-1/copyright
r-cran-cluster |	GPL-2	|WICC4D|	cluster|	NA
r-cran-codetools |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/c/codetools/codetools_0.2-14-1/copyright
r-cran-foreign |	GPL-2	|WICC4D|	foreign|	NA
r-cran-kernsmooth |	Public Domain	|WICC4D|	kernsmooth|	NA
r-cran-lattice |	GPL-3	|WICC4D|	lattice|	NA
r-cran-mass |	GPL-2, GPL-3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/r/r-cran-mass/r-cran-mass_7.3-45-1/copyright
r-cran-matrix |	GPL-2	|WICC4D|	matrix|	NA
r-cran-mgcv |	GPL-2	|WICC4D|	mgcv|	NA
r-cran-nlme |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/n/nlme/nlme_3.1.124-1/copyright
r-cran-nnet |	GPL-2, GPL-3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/r/r-cran-nnet/r-cran-nnet_7.3-12-1/copyright
r-cran-rpart |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/r/rpart/rpart_4.1-10-1/copyright
r-cran-spatial |	GPL-2, GPL3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/r/r-cran-spatial/r-cran-spatial_7.3-11-1/copyright
r-cran-survival |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/s/survival/survival_2.38-3-1/copyright
r-doc-html |	GPL-2, GPL-3	|WICC4D|	part of R|	NA
readline-common |	GPL v3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/r/readline6/readline6_6.3-8ubuntu2/copyright
redis |	MIT	|WICC4D|	part of redis (python)|	NA
reflect-metadata |	Apache-2.0	|WICC4D|	NA|	NA
remarkable |	MIT	|npmjs.com|	NA|	https://www.npmjs.com/package/remarkable
rename |	GPL-1+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/r/rename/rename_0.20-4/copyright
ri |	Ruby	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/ri/filelist
r-recommended |	GPL-2, GPL-3	|WICC4D|	part of R|	NA
RStudio |	AGPL-3	|WICC4D|	NA|	NA
rsync |	GPL-3	|WICC4D|	NA|	NA
ruby2.3-doc |	GPL-2.0+, Ruby	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/ruby2.3-doc/filelist
ruby-did-you-mean |	Expat	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/ruby-did-you-mean/filelist
rubygems-integration |	Expat	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/rubygems-integration/filelist
ruby-minitest |	Expat	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/ruby-minitest/filelist
ruby-net-telnet |	Ruby	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/ruby-net-telnet/filelist
ruby-power-assert |	Ruby	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/ruby-power-assert/filelist
ruby-test-unit |	BSD-2-clause or Ruby and PSF, LGPL-2.1	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/ruby-test-unit/filelist
rust |	MIT, Apache	|Source code|	NA|	https://github.com/rust-lang/rust/blob/master/LICENSE-APACHE, https://github.com/rust-lang/rust/blob/master/LICENSE-MIT
rvm |	Apache-2.0	|source code|	NA|	https://github.com/rvm/rvm/blob/master/LICENSE
rxjs |	Apache-2.0	|WICC4D|	NA|	NA
sass-lint |	MIT-Equivalent	|WICC4D|	NA|	NA
scikit-learn |	BSD-Equivalent	|WICC4D |	NA|	NA
scipy |	BSD-Equivalent	|WICC4D |	NA|	NA
selenium-java-2.37.0 |	Apache-2.0	|NA|	https://s3.amazonaws.com/rstudio-buildtools/selenium-java-2.37.0.zip|	http://www.seleniumhq.org/about/license.jsp
selenium-server-standalone-2.37.0.jar |	Apache-2.0	|source code|	https://s3.amazonaws.com/rstudio-buildtools/selenium-server-standalone-2.37.0.jar|	http://www.seleniumhq.org/about/license.jsp
setuptools |	Python-2.0	|WICC4D |	NA|	NA
setuptools-34.3.2 |	 Python-2.0,MIT	|WICC4D|	part of setuptools|	NA
sgml-base |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/s/sgml-base/sgml-base_1.26+nmu4ubuntu1/copyright
shared-mime-info |	GPL-2	|WICC4D|	NA|	NA
simplegeneric |	Zope v2	|WICC4D |	NA|	NA
sinon |	BSD-Equivalent	|WICC4D|	NA|	NA
six |	BSD-Equivalent	|WICC4D|	NA|	NA
six-1.10.0 |	MIT	|WICC4D|	part of six|	NA
sound-theme-freedesktop |	CC-BY-SA, GPLv2+, CC-BY	|Source Code|	NA|	https://cgit.freedesktop.org/sound-theme-freedesktop/tree/CREDITS
sshpass |	GPL-2	|WICC4D|	NA|	NA
supervisor |	Zope v2	|WICC4D|	NA|	NA
swig |	MIT	|WICC4D|	NA|	NA
swig3.0 |	MIT	|WICC4D|	NA|	NA
systemjs |	MIT-Equivalent	|WICC4D|	NA|	NA
systemjs-builder |	MIT	|npmjs.com|	NA|	https://www.npmjs.com/package/systemjs-builder
tar |	GPL-3.0 	|WICC4D|	NA|	NA
tcpd |	BSD	|Other|	https://en.wikipedia.org/wiki/TCP_Wrapper|	http://changelogs.ubuntu.com/changelogs/pool/main/t/tcp-wrappers/tcp-wrappers_7.6.q-25/copyright
tensorflow |	Apache-2.0	|WICC4D |	NA|	NA
testng |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/t/testng/testng_6.9.5-1/copyright
tether |	MIT-Equivalent	|WICC4D|	NA|	NA
tether-drop |	MIT-Equivalent	|WICC4D|	NA|	NA
thrift |	Apache-2.0	|Source code|	NA|	https://git-wip-us.apache.org/repos/asf?p=thrift.git;a=blob_plain;f=LICENSE;hb=HEAD
TiDB |	Apache-2.0	|Github|	NA|	https://github.com/pingcap/tidb/blob/master/LICENSE
tomcat7 |	Apache-2.0	|WICC4D|	part of Tomcat |	NA
tomcat7-common |	Apache-2.0	|WICC4D|	part of Tomcat |	NA
tslint |	Apache-2.0	|npmjs.com|	NA|	https://www.npmjs.com/package/tslint
typescript |	Apache-2.0	|WICC4D|	NA|	NA
tzdata-java |	Public Domain	|WICC4D|	part of tzdata|	NA
ubuntu-mono |	CC-BY-SA-3.0, GPL-3	|ubuntu.com|	Different files are licensed differently. For example: Files: scavenge.py Makefile debian/ are under GPL-3, all others under CC-BY-SA-3.0|	http://changelogs.ubuntu.com/changelogs/pool/main/u/ubuntu-themes/ubuntu-themes_14.04+16.04.20160415-0ubuntu1/copyright
ucf |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/u/ucf/ucf_3.0036/copyright
udev |	GPL-2+, LGPL-2.1+	|openhub.net|	NA|	https://www.openhub.net/p/udev
unattended-upgrades |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/u/unattended-upgrades/unattended-upgrades_0.90/copyright
unzip |	BSD-4-Clause,MIT 	|WICC4D|	NA|	NA
uuid-dev |	GPL-2	|WICC4D|	part of util-linux|	NA
V8  |	BSD 4-clause (University of California-Specific)	|WICC4D|	NA|	https://chromium.googlesource.com/v8/v8.git/+/master/LICENSE
vine |	GPL	|sourcecode|	NA|	https://github.com/celery/vine/blob/master/LICENSE
virtualenv |	MIT-Equivalent	|NA|	NA|	NA
virtual-scroll |	MIT	|npmjs.com|	NA|	https://www.npmjs.com/package/virtual-scroll
werkzeug |	BSD-Equivalent	|WICC4D |	NA|	NA
wget |	GPL-3.0	|WICC4D|	NA|	NA
wheel |	MIT-Equivalent	|WICC4D |	NA|	NA
widgetsnbextension |	BSD-Equivalent	|WICC4D |	NA|	NA
wkhtmltopdf |	LGPL-3.0	|WICC4D|	NA|	NA
X11 libraries |	MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libx/libx11/libx11_1.6.3-1ubuntu2/copyright
x11-common |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-core-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-damage-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-dri2-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-fixes-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-gl-dev |	SGI-2	|ubuntu.com|	Under xorg - https://cgit.freedesktop.org/ |	http://changelogs.ubuntu.com/changelogs/pool/main/x/x11proto-gl/x11proto-gl_1.4.17-1/copyright
x11proto-input-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-kb-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-render-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-xext-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11proto-xf86vidmode-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11-utils |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
x11-xserver-utils |	Various	|ubuntu.com|	This is a collection of X11 utilities and they come with different licenses.|	http://changelogs.ubuntu.com/changelogs/pool/main/x/x11-xserver-utils/x11-xserver-utils_7.7+7/copyright
xalan |	Apache-2.0	|WICC4D UI|	NA|	NA
xauth |	MIT	|WICC4D|	xorg-x11-xauth|	NA
xdg-user-dirs |	GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/x/xdg-user-dirs/xdg-user-dirs_0.15-2ubuntu6/copyright
xdg-utils |	MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/x/xdg-utils/xdg-utils_1.1.1-1ubuntu1/copyright
xerces-c |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/x/xerces-c/xerces-c_3.1.3+debian-1/copyright
xkb-data |	MIT	|WICC4D|	xkeyboard-config on WICC4D|	NA
xml-core |	GPL-2	|source code|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/x/xml-core/xml-core_0.13+nmu2/copyright
xorg-sgml-doctools |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
xsltproc |	MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libx/libxslt/libxslt_1.1.28-2.1/copyright
xtrans-dev |	MIT	|openhub.net|	Under xorg - https://cgit.freedesktop.org/ |	https://www.openhub.net/p/x
xz-utils |	GPL-2, LGPL-2.1	|openhub.net|	NA|	http://git.tukaani.org/?p=xz.git;a=blob;f=COPYING
yarn |	BSD-Equivalent	|WICC4D|	NA|	NA
zip |	BSD-4-clause	|WICC4D|	NA|	NA
zlib1g |	zlib	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/z/zlib/zlib_1.2.8.dfsg-2ubuntu4/copyright
zlib1g-dev |	zliblibpng and GPLv2 	|WICC4D|	part of zlib |	NA
zone.js |	MIT-Equivalent	|WICC4D|	NA|	NA
Zookeeper  |	Apache-2.0, MIT	|WICC4D UI|	NA|	NA
zstd |	BSD-2-clause, GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libz/libzstd/libzstd_0.5.1-1/copyright
bridge-utils|GNU General Public License v2.0 or later|openhub.net|NA|https://www.openhub.net/p/bridge-utils
containerd|Apache License 2.0|openhub.net|NA|https://www.openhub.net/p/containerd
libssh2|BSD 3-clause "New" or "Revised" License|openhub.net|NA|https://www.openhub.net/p/libssh2
libcurl|MIT License|openhub.net|NA|https://www.openhub.net/p/libcurl
libseccomp|GNU Lesser General Public License v2.1 only|openhub.net|NA|https://www.openhub.net/p/libseccomp
libmnl|GNU Lesser General Public License v2.1 or later|openhub.net|NA|https://www.openhub.net/p/libmnl
jansson|MIT License|openhub.net|NA|https://www.openhub.net/p/jansson
glibc|MIT|openhub.net|NA|https://www.openhub.net/p/glibc
lsb-release | BSD-3-clause,GPL-2 | Copyright_File     |  GPL-2(*,init-functions.d/50-ubuntu-logging),BSD-3-clause(init-functions), |  NA 
distro-info-data | ISC | Copyright_File     |  ISC(*), |  NA 
